sex,age,edu,marital,ls,trust,nofriend,smoke,alcabuse,wkabint,englang,height,weight,income
FEMALE,53,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,IT`S DIFFICULT TO TELL,3,NO,NO,YES,NONE,161,66,<=1K
FEMALE,65,POST-SECONDARY OR HIGHER,MARRIED,MOSTLY SATISFIED,MOST PEOPLE CAN BE TRUSTED,2,NO,NO,NO,NONE,164,88,>1K
MALE,58,VOCATIONAL/GRAMMAR,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,12,NO,NO,NO,NONE,175,79,>1K
FEMALE,89,SECONDARY,WIDOWED,PLEASED,ONE CAN`T BE TOO CAREFUL,4,NO,NO,NO,NONE,160,70,>1K
FEMALE,20,SECONDARY,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,1,NO,NO,YES,ACTIVE,160,59,<=1K
FEMALE,31,SECONDARY,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,PASSIVE,174,62,>1K
MALE,40,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,NONE,178,75,>1K
MALE,44,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,NONE,172,76,<=1K
MALE,47,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,NONE,170,78,>1K
MALE,64,PRIMARY/NO EDUCATION,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,20,YES,NO,NO,NONE,173,87,>1K
MALE,19,VOCATIONAL/GRAMMAR,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,NONE,175,70,<=1K
FEMALE,71,VOCATIONAL/GRAMMAR,WIDOWED,PLEASED,IT`S DIFFICULT TO TELL,10,NO,NO,NO,NONE,168,100,<=1K
FEMALE,61,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,IT`S DIFFICULT TO TELL,6,YES,NO,NO,NONE,158,56,<=1K
FEMALE,21,SECONDARY,SINGLE,PLEASED,MOST PEOPLE CAN BE TRUSTED,2,NO,NO,NO,PASSIVE,158,53,<=1K
FEMALE,66,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,MOST PEOPLE CAN BE TRUSTED,10,NO,NO,NO,NONE,160,90,>1K
FEMALE,29,POST-SECONDARY OR HIGHER,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,0,NO,NO,NO,PASSIVE,160,60,<=1K
FEMALE,37,POST-SECONDARY OR HIGHER,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,PASSIVE,170,70,<=1K
MALE,19,VOCATIONAL/GRAMMAR,SINGLE,DELIGHTED,MOST PEOPLE CAN BE TRUSTED,4,YES,NO,NO,ACTIVE,183,68,<=1K
FEMALE,18,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,1,NO,NO,NO,PASSIVE,170,80,<=1K
MALE,49,VOCATIONAL/GRAMMAR,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,5,YES,YES,NO,NONE,160,50,>1K
FEMALE,61,SECONDARY,MARRIED,PLEASED,MOST PEOPLE CAN BE TRUSTED,3,YES,NO,NO,NONE,162,73,>1K
FEMALE,31,SECONDARY,SINGLE,MIXED,ONE CAN`T BE TOO CAREFUL,3,NO,NO,YES,ACTIVE,170,50,>1K
MALE,54,SECONDARY,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,6,NO,NO,NO,NONE,175,85,>1K
MALE,63,POST-SECONDARY OR HIGHER,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,7,YES,NO,NO,ACTIVE,177,82,>1K
MALE,34,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,MOST PEOPLE CAN BE TRUSTED,15,NO,YES,NO,PASSIVE,180,92,>1K
FEMALE,60,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,8,NO,NO,NO,NONE,150,67,>1K
FEMALE,61,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,7,NO,NO,NO,PASSIVE,170,78,>1K
FEMALE,58,PRIMARY/NO EDUCATION,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,4,NO,NO,NO,NONE,160,68,<=1K
FEMALE,80,SECONDARY,SINGLE,MIXED,ONE CAN`T BE TOO CAREFUL,3,NO,NO,NO,NONE,160,65,>1K
FEMALE,21,SECONDARY,SINGLE,MOSTLY DISSATISFIED,ONE CAN`T BE TOO CAREFUL,3,NO,YES,YES,ACTIVE,168,65,<=1K
FEMALE,59,PRIMARY/NO EDUCATION,WIDOWED,MOSTLY DISSATISFIED,ONE CAN`T BE TOO CAREFUL,3,NO,NO,NO,NONE,175,80,>1K
MALE,22,SECONDARY,SINGLE,PLEASED,MOST PEOPLE CAN BE TRUSTED,20,NO,NO,NO,ACTIVE,168,64,>1K
FEMALE,61,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,NONE,150,84,<=1K
FEMALE,39,PRIMARY/NO EDUCATION,SINGLE,MOSTLY SATISFIED,IT`S DIFFICULT TO TELL,0,YES,NO,NO,NONE,160,98,<=1K
FEMALE,24,SECONDARY,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,PASSIVE,167,60,<=1K
FEMALE,30,PRIMARY/NO EDUCATION,MARRIED,PLEASED,MOST PEOPLE CAN BE TRUSTED,4,YES,NO,NO,NONE,171,69,<=1K
FEMALE,69,PRIMARY/NO EDUCATION,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,NONE,164,70,<=1K
MALE,51,VOCATIONAL/GRAMMAR,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,NONE,176,100,>1K
FEMALE,60,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,8,YES,NO,NO,NONE,165,80,<=1K
MALE,27,SECONDARY,SINGLE,MOSTLY DISSATISFIED,ONE CAN`T BE TOO CAREFUL,4,NO,NO,NO,NONE,176,82,>1K
MALE,61,SECONDARY,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,6,YES,NO,NO,NONE,172,82,>1K
FEMALE,68,VOCATIONAL/GRAMMAR,WIDOWED,MIXED,IT`S DIFFICULT TO TELL,3,NO,NO,NO,NONE,165,88,<=1K
FEMALE,47,POST-SECONDARY OR HIGHER,DIVORCED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,NONE,156,47,>1K
MALE,51,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,IT`S DIFFICULT TO TELL,3,YES,YES,NO,NONE,170,60,<=1K
FEMALE,32,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,MOST PEOPLE CAN BE TRUSTED,5,NO,NO,NO,PASSIVE,160,56,>1K
FEMALE,62,PRIMARY/NO EDUCATION,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,10,YES,NO,NO,NONE,168,55,<=1K
MALE,25,VOCATIONAL/GRAMMAR,SINGLE,PLEASED,IT`S DIFFICULT TO TELL,29,NO,NO,YES,NONE,197,100,<=1K
MALE,67,VOCATIONAL/GRAMMAR,WIDOWED,MIXED,ONE CAN`T BE TOO CAREFUL,0,NO,NO,NO,NONE,172,92,>1K
MALE,60,PRIMARY/NO EDUCATION,WIDOWED,PLEASED,ONE CAN`T BE TOO CAREFUL,3,NO,NO,NO,NONE,175,96,>1K
FEMALE,32,VOCATIONAL/GRAMMAR,MARRIED,DELIGHTED,ONE CAN`T BE TOO CAREFUL,4,YES,NO,NO,NONE,158,65,<=1K
FEMALE,38,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,7,NO,NO,NO,PASSIVE,176,74,<=1K
MALE,51,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,6,YES,NO,NO,NONE,180,85,<=1K
MALE,73,PRIMARY/NO EDUCATION,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,4,NO,NO,NO,NONE,170,80,<=1K
MALE,20,VOCATIONAL/GRAMMAR,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,ACTIVE,175,77,<=1K
MALE,80,PRIMARY/NO EDUCATION,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,NONE,184,90,<=1K
FEMALE,53,SECONDARY,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,NONE,158,70,<=1K
FEMALE,40,POST-SECONDARY OR HIGHER,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,20,NO,NO,NO,PASSIVE,171,62,<=1K
MALE,19,VOCATIONAL/GRAMMAR,SINGLE,PLEASED,IT`S DIFFICULT TO TELL,12,YES,YES,NO,NONE,182,71,<=1K
MALE,60,VOCATIONAL/GRAMMAR,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,12,YES,NO,NO,NONE,176,90,>1K
FEMALE,43,SECONDARY,DIVORCED,MOSTLY DISSATISFIED,ONE CAN`T BE TOO CAREFUL,1,NO,NO,NO,NONE,172,75,>1K
FEMALE,81,PRIMARY/NO EDUCATION,WIDOWED,MIXED,ONE CAN`T BE TOO CAREFUL,3,NO,NO,NO,NONE,160,56,<=1K
FEMALE,73,SECONDARY,WIDOWED,MIXED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,NONE,164,86,>1K
FEMALE,19,VOCATIONAL/GRAMMAR,SINGLE,MIXED,MOST PEOPLE CAN BE TRUSTED,5,NO,NO,NO,ACTIVE,170,60,<=1K
MALE,37,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,MOST PEOPLE CAN BE TRUSTED,50,NO,NO,NO,ACTIVE,184,98,>1K
FEMALE,27,POST-SECONDARY OR HIGHER,SINGLE,PLEASED,IT`S DIFFICULT TO TELL,2,NO,NO,NO,ACTIVE,160,55,>1K
MALE,41,SECONDARY,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,NONE,182,120,>1K
FEMALE,32,SECONDARY,MARRIED,MOSTLY SATISFIED,MOST PEOPLE CAN BE TRUSTED,1,NO,NO,NO,NONE,166,64,<=1K
FEMALE,29,POST-SECONDARY OR HIGHER,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,4,NO,NO,NO,NONE,170,80,>1K
FEMALE,59,PRIMARY/NO EDUCATION,MARRIED,MOSTLY SATISFIED,IT`S DIFFICULT TO TELL,1,YES,NO,NO,NONE,164,52,<=1K
FEMALE,85,PRIMARY/NO EDUCATION,WIDOWED,PLEASED,IT`S DIFFICULT TO TELL,2,NO,NO,NO,NONE,165,75,<=1K
FEMALE,17,VOCATIONAL/GRAMMAR,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,8,NO,NO,NO,NONE,165,50,<=1K
FEMALE,60,SECONDARY,MARRIED,MOSTLY SATISFIED,MOST PEOPLE CAN BE TRUSTED,10,NO,NO,NO,NONE,160,56,<=1K
MALE,36,PRIMARY/NO EDUCATION,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,20,YES,YES,NO,NONE,180,110,<=1K
MALE,47,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,20,YES,NO,NO,ACTIVE,182,105,>1K
FEMALE,28,POST-SECONDARY OR HIGHER,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,PASSIVE,170,50,<=1K
MALE,81,PRIMARY/NO EDUCATION,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,2,YES,NO,NO,NONE,170,70,>1K
FEMALE,50,SECONDARY,MARRIED,MOSTLY SATISFIED,MOST PEOPLE CAN BE TRUSTED,15,NO,NO,NO,NONE,158,63,<=1K
FEMALE,40,SECONDARY,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,20,NO,NO,NO,PASSIVE,170,58,<=1K
MALE,42,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,3,YES,NO,NO,NONE,177,87,>1K
MALE,56,SECONDARY,DIVORCED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,6,YES,NO,NO,NONE,178,85,>1K
MALE,21,SECONDARY,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,2,NO,YES,YES,ACTIVE,180,65,<=1K
FEMALE,80,PRIMARY/NO EDUCATION,WIDOWED,DELIGHTED,ONE CAN`T BE TOO CAREFUL,0,NO,NO,NO,NONE,145,76,>1K
FEMALE,23,SECONDARY,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,YES,ACTIVE,165,50,<=1K
FEMALE,69,POST-SECONDARY OR HIGHER,WIDOWED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,NONE,160,80,>1K
MALE,44,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,6,NO,NO,NO,NONE,192,98,<=1K
FEMALE,47,VOCATIONAL/GRAMMAR,MARRIED,MIXED,IT`S DIFFICULT TO TELL,1,YES,YES,YES,NONE,158,55,<=1K
MALE,33,SECONDARY,MARRIED,PLEASED,MOST PEOPLE CAN BE TRUSTED,4,NO,NO,NO,PASSIVE,176,82,>1K
FEMALE,65,SECONDARY,WIDOWED,MOSTLY DISSATISFIED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,NONE,160,50,>1K
MALE,24,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,20,NO,NO,NO,NONE,186,86,>1K
FEMALE,52,POST-SECONDARY OR HIGHER,DIVORCED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,PASSIVE,165,72,>1K
FEMALE,37,SECONDARY,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,4,NO,NO,NO,NONE,160,55,<=1K
MALE,49,VOCATIONAL/GRAMMAR,MARRIED,MIXED,IT`S DIFFICULT TO TELL,4,YES,YES,NO,NONE,170,115,>1K
FEMALE,79,PRIMARY/NO EDUCATION,WIDOWED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,NONE,164,80,<=1K
FEMALE,68,PRIMARY/NO EDUCATION,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,NONE,174,90,<=1K
FEMALE,28,POST-SECONDARY OR HIGHER,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,6,NO,NO,NO,PASSIVE,160,56,<=1K
FEMALE,47,SECONDARY,SINGLE,MIXED,ONE CAN`T BE TOO CAREFUL,4,YES,NO,NO,NONE,155,60,<=1K
MALE,52,VOCATIONAL/GRAMMAR,MARRIED,MIXED,MOST PEOPLE CAN BE TRUSTED,2,YES,NO,NO,NONE,168,130,<=1K
MALE,63,VOCATIONAL/GRAMMAR,WIDOWED,PLEASED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,NONE,172,86,<=1K
FEMALE,74,VOCATIONAL/GRAMMAR,WIDOWED,MIXED,ONE CAN`T BE TOO CAREFUL,20,NO,NO,NO,NONE,155,75,>1K
FEMALE,39,SECONDARY,MARRIED,DELIGHTED,IT`S DIFFICULT TO TELL,5,NO,NO,NO,PASSIVE,164,58,<=1K
MALE,58,SECONDARY,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,16,NO,NO,NO,NONE,175,130,>1K
FEMALE,26,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,10,YES,NO,NO,NONE,163,82,<=1K
MALE,33,VOCATIONAL/GRAMMAR,SINGLE,MIXED,ONE CAN`T BE TOO CAREFUL,5,YES,YES,NO,NONE,180,85,>1K
FEMALE,50,PRIMARY/NO EDUCATION,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,8,YES,NO,NO,NONE,150,52,<=1K
FEMALE,64,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,3,NO,NO,NO,NONE,169,73,<=1K
MALE,55,PRIMARY/NO EDUCATION,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,NONE,176,87,<=1K
FEMALE,53,SECONDARY,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,8,NO,NO,NO,NONE,150,60,>1K
FEMALE,47,VOCATIONAL/GRAMMAR,MARRIED,DELIGHTED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,NONE,170,74,<=1K
FEMALE,66,PRIMARY/NO EDUCATION,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,8,NO,NO,NO,NONE,160,80,>1K
MALE,50,VOCATIONAL/GRAMMAR,MARRIED,UNHAPPY,ONE CAN`T BE TOO CAREFUL,2,YES,YES,NO,NONE,176,65,<=1K
FEMALE,23,POST-SECONDARY OR HIGHER,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,ACTIVE,158,86,<=1K
FEMALE,90,POST-SECONDARY OR HIGHER,WIDOWED,PLEASED,ONE CAN`T BE TOO CAREFUL,4,NO,NO,NO,NONE,158,60,>1K
MALE,48,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,6,NO,YES,NO,PASSIVE,180,84,>1K
MALE,21,SECONDARY,SINGLE,DELIGHTED,MOST PEOPLE CAN BE TRUSTED,11,NO,NO,NO,ACTIVE,180,72,<=1K
MALE,56,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,PASSIVE,175,80,<=1K
MALE,25,SECONDARY,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,12,NO,NO,NO,ACTIVE,176,78,>1K
FEMALE,18,VOCATIONAL/GRAMMAR,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,4,NO,NO,NO,NONE,167,59,<=1K
MALE,59,SECONDARY,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,1,YES,NO,NO,PASSIVE,175,80,>1K
MALE,37,SECONDARY,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,20,NO,NO,NO,PASSIVE,174,84,<=1K
MALE,57,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,20,YES,NO,NO,NONE,175,100,>1K
FEMALE,33,VOCATIONAL/GRAMMAR,MARRIED,MIXED,MOST PEOPLE CAN BE TRUSTED,4,YES,NO,NO,NONE,165,90,>1K
FEMALE,78,SECONDARY,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,4,NO,NO,NO,NONE,167,80,>1K
FEMALE,63,POST-SECONDARY OR HIGHER,WIDOWED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,NONE,155,80,>1K
MALE,38,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,4,NO,YES,NO,NONE,176,97,>1K
FEMALE,61,VOCATIONAL/GRAMMAR,WIDOWED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,NONE,160,85,>1K
FEMALE,45,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,4,YES,NO,NO,NONE,158,60,<=1K
MALE,29,VOCATIONAL/GRAMMAR,SINGLE,MOSTLY SATISFIED,MOST PEOPLE CAN BE TRUSTED,10,NO,NO,YES,NONE,196,85,<=1K
MALE,29,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,10,NO,YES,YES,NONE,182,84,<=1K
FEMALE,30,SECONDARY,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,1,NO,NO,NO,NONE,160,53,>1K
FEMALE,56,PRIMARY/NO EDUCATION,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,0,NO,NO,NO,NONE,160,52,<=1K
FEMALE,75,PRIMARY/NO EDUCATION,MARRIED,PLEASED,MOST PEOPLE CAN BE TRUSTED,2,NO,NO,NO,NONE,152,60,<=1K
MALE,47,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,NONE,185,97,>1K
MALE,68,PRIMARY/NO EDUCATION,SINGLE,MOSTLY DISSATISFIED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,NONE,170,82,<=1K
FEMALE,73,VOCATIONAL/GRAMMAR,DIVORCED,MIXED,ONE CAN`T BE TOO CAREFUL,4,NO,NO,NO,NONE,165,90,>1K
FEMALE,19,VOCATIONAL/GRAMMAR,SINGLE,DELIGHTED,MOST PEOPLE CAN BE TRUSTED,10,NO,NO,YES,PASSIVE,170,59,<=1K
MALE,31,VOCATIONAL/GRAMMAR,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,7,YES,NO,YES,NONE,189,85,<=1K
FEMALE,31,SECONDARY,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,4,NO,NO,NO,NONE,162,71,>1K
FEMALE,60,POST-SECONDARY OR HIGHER,DIVORCED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,NONE,161,61,>1K
FEMALE,35,POST-SECONDARY OR HIGHER,MARRIED,MOSTLY SATISFIED,MOST PEOPLE CAN BE TRUSTED,20,YES,NO,NO,NONE,170,50,>1K
MALE,54,POST-SECONDARY OR HIGHER,DIVORCED,MIXED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,NONE,180,95,<=1K
MALE,59,SECONDARY,MARRIED,PLEASED,IT`S DIFFICULT TO TELL,8,NO,NO,NO,NONE,165,70,<=1K
MALE,59,SECONDARY,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,NONE,180,74,>1K
FEMALE,75,PRIMARY/NO EDUCATION,WIDOWED,PLEASED,ONE CAN`T BE TOO CAREFUL,3,NO,NO,NO,NONE,160,60,<=1K
FEMALE,42,SECONDARY,MARRIED,MOSTLY SATISFIED,MOST PEOPLE CAN BE TRUSTED,5,NO,NO,NO,NONE,170,73,>1K
FEMALE,70,PRIMARY/NO EDUCATION,WIDOWED,PLEASED,ONE CAN`T BE TOO CAREFUL,4,NO,NO,NO,NONE,164,88,>1K
FEMALE,57,POST-SECONDARY OR HIGHER,MARRIED,MOSTLY DISSATISFIED,ONE CAN`T BE TOO CAREFUL,12,NO,NO,NO,PASSIVE,158,60,<=1K
FEMALE,50,SECONDARY,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,20,NO,NO,NO,PASSIVE,158,54,>1K
MALE,35,POST-SECONDARY OR HIGHER,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,ACTIVE,176,90,>1K
FEMALE,35,POST-SECONDARY OR HIGHER,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,ACTIVE,164,59,>1K
MALE,61,PRIMARY/NO EDUCATION,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,3,NO,NO,NO,NONE,165,100,>1K
MALE,46,POST-SECONDARY OR HIGHER,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,5,YES,NO,NO,NONE,176,89,>1K
MALE,52,VOCATIONAL/GRAMMAR,DIVORCED,MOSTLY DISSATISFIED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,NONE,175,65,<=1K
MALE,55,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,2,YES,NO,NO,NONE,172,80,<=1K
FEMALE,79,PRIMARY/NO EDUCATION,WIDOWED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,NONE,148,53,<=1K
MALE,49,VOCATIONAL/GRAMMAR,SINGLE,MIXED,ONE CAN`T BE TOO CAREFUL,4,NO,NO,NO,NONE,164,70,<=1K
FEMALE,66,PRIMARY/NO EDUCATION,WIDOWED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,4,NO,NO,NO,NONE,160,59,>1K
MALE,26,VOCATIONAL/GRAMMAR,SINGLE,MIXED,IT`S DIFFICULT TO TELL,6,NO,NO,NO,PASSIVE,184,76,>1K
FEMALE,43,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,15,YES,NO,NO,NONE,164,56,>1K
FEMALE,42,VOCATIONAL/GRAMMAR,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,6,YES,NO,NO,NONE,156,54,>1K
FEMALE,40,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,NONE,170,57,<=1K
MALE,23,SECONDARY,SINGLE,MOSTLY SATISFIED,MOST PEOPLE CAN BE TRUSTED,3,NO,NO,NO,ACTIVE,170,58,<=1K
MALE,23,SECONDARY,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,4,NO,NO,NO,PASSIVE,180,68,<=1K
FEMALE,26,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY DISSATISFIED,ONE CAN`T BE TOO CAREFUL,0,NO,NO,NO,NONE,160,50,<=1K
FEMALE,63,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,NONE,165,65,>1K
MALE,75,PRIMARY/NO EDUCATION,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,NONE,170,65,>1K
FEMALE,78,PRIMARY/NO EDUCATION,WIDOWED,PLEASED,ONE CAN`T BE TOO CAREFUL,0,YES,NO,NO,NONE,160,75,<=1K
FEMALE,48,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,30,YES,NO,NO,NONE,165,90,<=1K
FEMALE,35,POST-SECONDARY OR HIGHER,WIDOWED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,NONE,176,56,>1K
MALE,26,SECONDARY,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,NONE,185,86,>1K
FEMALE,28,SECONDARY,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,17,NO,NO,NO,PASSIVE,165,62,<=1K
MALE,20,SECONDARY,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,YES,NONE,185,83,<=1K
MALE,22,SECONDARY,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,4,NO,NO,NO,ACTIVE,119,85,<=1K
FEMALE,56,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,4,NO,NO,NO,NONE,174,97,<=1K
MALE,19,VOCATIONAL/GRAMMAR,SINGLE,MOSTLY SATISFIED,IT`S DIFFICULT TO TELL,10,NO,NO,NO,NONE,182,78,>1K
