"age","workclass","education","marital.status","occupation","relationship","race","sex","capital.gain","capital.loss","hours.per.week","native.country","income"
32,"Private","Bachelors","Married-civ-spouse","Sales","Husband","Black","Male",0,0,40,"United-States",">50K"
26,"Private","HS-grad","Divorced","Adm-clerical","Unmarried","White","Female",0,0,48,"United-States","<=50K"
36,"Private","Masters","Married-civ-spouse","Prof-specialty","Husband","White","Male",7298,0,55,"United-States",">50K"
49,"Private","HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","<=50K"
54,"Private","Masters","Divorced","Tech-support","Not-in-family","White","Male",0,0,40,"United-States",">50K"
36,"Private","HS-grad","Divorced","Craft-repair","Not-in-family","White","Male",0,0,55,"United-States","<=50K"
41,"Private","HS-grad","Divorced","Handlers-cleaners","Unmarried","White","Male",0,0,48,"United-States","<=50K"
27,"Private","Bachelors","Never-married","Other-service","Not-in-family","White","Male",0,0,35,"United-States","<=50K"
40,"Self-emp-not-inc","Assoc-voc","Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,60,"United-States","<=50K"
46,"Private","HS-grad","Divorced","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
43,"Private","9th","Divorced","Transport-moving","Not-in-family","Black","Male",0,0,40,"United-States","<=50K"
46,"Private","HS-grad","Divorced","Craft-repair","Other-relative","White","Male",0,0,40,"United-States","<=50K"
51,"Self-emp-not-inc","Some-college","Married-civ-spouse","Exec-managerial","Husband","Amer-Indian-Eskimo","Male",0,0,60,"United-States","<=50K"
19,"Private","Some-college","Never-married","Adm-clerical","Own-child","White","Female",0,0,15,"United-States","<=50K"
67,"Local-gov","Doctorate","Never-married","Prof-specialty","Not-in-family","White","Female",7896,0,50,"United-States",">50K"
31,"Private","HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
27,"Private","Bachelors","Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States",">50K"
21,"Private","Some-college","Never-married","Other-service","Own-child","White","Female",0,0,40,"United-States","<=50K"
36,"Private","HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,50,"United-States","<=50K"
23,"Private","HS-grad","Never-married","Machine-op-inspct","Own-child","White","Female",0,0,16,"United-States","<=50K"
62,"Local-gov","Masters","Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,40,"United-States",">50K"
31,"Local-gov","Bachelors","Married-civ-spouse","Protective-serv","Husband","Black","Male",0,0,50,"United-States",">50K"
52,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1887,40,"United-States",">50K"
39,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,40,"United-States","<=50K"
24,"Private","Bachelors","Never-married","Prof-specialty","Own-child","White","Male",0,0,30,"United-States","<=50K"
38,"Private","HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"Mexico","<=50K"
36,"Private","HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","<=50K"
17,"Private","11th","Never-married","Sales","Own-child","Black","Female",0,0,15,"United-States","<=50K"
27,"Private","HS-grad","Married-spouse-absent","Other-service","Unmarried","White","Female",0,0,40,"United-States","<=50K"
30,"Private","Some-college","Divorced","Craft-repair","Not-in-family","Black","Male",0,0,40,"United-States","<=50K"
43,"State-gov","HS-grad","Divorced","Exec-managerial","Unmarried","White","Female",0,0,40,"United-States","<=50K"
51,"Private","11th","Divorced","Other-service","Unmarried","Black","Female",0,0,30,"United-States","<=50K"
47,"Private","Bachelors","Widowed","Priv-house-serv","Unmarried","White","Female",25236,0,35,"United-States",">50K"
49,"State-gov","Doctorate","Never-married","Exec-managerial","Not-in-family","White","Female",0,2258,50,"United-States",">50K"
34,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,48,"United-States",">50K"
79,"Federal-gov","Doctorate","Widowed","Exec-managerial","Not-in-family","White","Male",0,0,6,"United-States",">50K"
28,"State-gov","Some-college","Divorced","Other-service","Unmarried","White","Male",0,0,40,"United-States","<=50K"
41,"Self-emp-inc","Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States","<=50K"
21,"Private","Some-college","Married-civ-spouse","Other-service","Husband","White","Male",0,0,50,"United-States","<=50K"
31,"Self-emp-not-inc","Bachelors","Never-married","Tech-support","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
45,"Private","HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United-States","<=50K"
23,"Self-emp-inc","HS-grad","Never-married","Transport-moving","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
32,"Private","Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"Europe","<=50K"
67,"Private","11th","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","<=50K"
32,"Private","Masters","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,55,"United-States",">50K"
35,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,50,"United-States","<=50K"
29,"Private","Some-college","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","<=50K"
38,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
38,"Private","Some-college","Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"United-States","<=50K"
18,"Private","HS-grad","Never-married","Prof-specialty","Not-in-family","White","Male",0,0,30,"United-States","<=50K"
47,"Private","HS-grad","Married-civ-spouse","Prof-specialty","Husband","White","Male",5013,0,24,"United-States","<=50K"
22,"Private","HS-grad","Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
21,"Private","Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,2377,48,"United-States","<=50K"
40,"Private","Prof-school","Married-civ-spouse","Prof-specialty","Husband","White","Male",15024,0,55,"Europe",">50K"
23,"Private","Bachelors","Never-married","Machine-op-inspct","Own-child","White","Female",0,1719,40,"United-States","<=50K"
25,"Private","Some-college","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
44,"Self-emp-inc","Some-college","Never-married","Sales","Not-in-family","White","Male",0,2258,60,"United-States","<=50K"
43,"Private","HS-grad","Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,25,"United-States",">50K"
31,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,55,"United-States",">50K"
33,"Private","Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
41,"Private","HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
29,"Self-emp-not-inc","Masters","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,30,"United-States","<=50K"
78,"Private","7th-8th","Married-civ-spouse","Handlers-cleaners","Husband","White","Male",1797,0,15,"United-States","<=50K"
64,"Self-emp-inc","HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
58,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",">50K"
20,"Private","HS-grad","Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
35,"Private","Some-college","Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States","<=50K"
27,"Local-gov","HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
37,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Sales","Husband","White","Male",99999,0,50,"United-States",">50K"
42,"Private","Assoc-voc","Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
47,"Local-gov","12th","Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,35,"OtherUS","<=50K"
29,"Private","HS-grad","Never-married","Handlers-cleaners","Not-in-family","Black","Female",0,0,40,"United-States","<=50K"
33,"Private","1st-4th","Never-married","Sales","Own-child","White","Female",0,0,24,"United-States","<=50K"
44,"Private","Some-college","Widowed","Exec-managerial","Not-in-family","Black","Female",0,0,40,"United-States","<=50K"
25,"Private","HS-grad","Never-married","Transport-moving","Not-in-family","White","Male",0,0,78,"United-States","<=50K"
24,"State-gov","Bachelors","Never-married","Adm-clerical","Other-relative","White","Female",0,0,10,"United-States","<=50K"
42,"State-gov","Bachelors","Divorced","Adm-clerical","Unmarried","Black","Female",2977,0,40,"United-States","<=50K"
53,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Husband","Black","Male",0,0,50,"United-States",">50K"
39,"Private","Bachelors","Divorced","Exec-managerial","Unmarried","Black","Female",0,0,60,"United-States","<=50K"
72,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,40,"United-States","<=50K"
43,"Self-emp-inc","9th","Never-married","Sales","Own-child","White","Female",0,0,44,"Europe","<=50K"
25,"State-gov","Some-college","Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"United-States","<=50K"
37,"Private","Assoc-acdm","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"United-States",">50K"
27,"Private","HS-grad","Never-married","Machine-op-inspct","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
39,"Private","Doctorate","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States",">50K"
64,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",2635,0,24,"Europe","<=50K"
29,"Self-emp-not-inc","HS-grad","Never-married","Craft-repair","Not-in-family","White","Male",0,0,50,"United-States",">50K"
50,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",">50K"
33,"Private","5th-6th","Never-married","Other-service","Unmarried","White","Female",0,0,40,"Mexico","<=50K"
18,"Private","HS-grad","Never-married","Sales","Not-in-family","White","Female",0,0,20,"United-States","<=50K"
20,"Private","11th","Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,32,"Mexico","<=50K"
32,"Private","Some-college","Separated","Tech-support","Unmarried","White","Female",0,0,50,"United-States","<=50K"
45,"Private","Some-college","Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K"
48,"Private","HS-grad","Married-civ-spouse","Handlers-cleaners","Wife","Black","Female",0,0,40,"United-States","<=50K"
23,"Private","HS-grad","Never-married","Machine-op-inspct","Own-child","White","Female",0,0,40,"United-States","<=50K"
34,"Federal-gov","Bachelors","Married-civ-spouse","Protective-serv","Husband","White","Male",0,1902,48,"United-States",">50K"
43,"Private","Bachelors","Separated","Exec-managerial","Unmarried","White","Male",8614,0,40,"United-States",">50K"
44,"Private","Bachelors","Married-civ-spouse","Sales","Husband","Asian-Pac-Islander","Male",0,0,40,"United-States",">50K"
47,"Self-emp-not-inc","Some-college","Married-civ-spouse","Tech-support","Husband","Black","Male",0,0,40,"United-States",">50K"
47,"Private","HS-grad","Married-spouse-absent","Craft-repair","Not-in-family","Black","Female",0,0,40,"United-States","<=50K"
46,"Local-gov","1st-4th","Never-married","Other-service","Not-in-family","Amer-Indian-Eskimo","Female",0,0,20,"United-States","<=50K"
19,"Private","HS-grad","Never-married","Sales","Own-child","White","Female",0,0,40,"United-States","<=50K"
51,"Private","HS-grad","Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States","<=50K"
41,"Self-emp-inc","HS-grad","Separated","Exec-managerial","Unmarried","White","Male",0,0,40,"United-States","<=50K"
37,"Private","11th","Separated","Other-service","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
31,"Private","HS-grad","Never-married","Craft-repair","Own-child","White","Male",0,0,40,"United-States","<=50K"
25,"Private","HS-grad","Never-married","Other-service","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
46,"Private","Some-college","Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"United-States",">50K"
53,"Self-emp-inc","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",5178,0,45,"United-States",">50K"
47,"Local-gov","Doctorate","Never-married","Prof-specialty","Unmarried","White","Female",0,0,40,"United-States","<=50K"
28,"Private","HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",">50K"
60,"Self-emp-not-inc","Some-college","Married-civ-spouse","Transport-moving","Husband","White","Male",3137,0,46,"United-States","<=50K"
43,"Private","HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
45,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",7688,0,50,"United-States",">50K"
28,"Private","10th","Never-married","Handlers-cleaners","Other-relative","White","Male",0,0,40,"Mexico","<=50K"
19,"Private","11th","Never-married","Handlers-cleaners","Other-relative","White","Male",0,0,30,"United-States","<=50K"
51,"Self-emp-not-inc","Prof-school","Married-civ-spouse","Prof-specialty","Husband","Other","Male",99999,0,70,"Asia",">50K"
19,"Private","HS-grad","Never-married","Craft-repair","Other-relative","White","Male",0,0,35,"United-States","<=50K"
64,"Private","Doctorate","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,"United-States",">50K"
44,"Private","Doctorate","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United-States",">50K"
21,"Private","HS-grad","Never-married","Craft-repair","Not-in-family","White","Male",0,0,48,"United-States","<=50K"
33,"Private","HS-grad","Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
63,"Private","Bachelors","Married-civ-spouse","Protective-serv","Husband","Asian-Pac-Islander","Male",0,0,40,"Asia",">50K"
44,"Local-gov","Masters","Married-civ-spouse","Prof-specialty","Husband","White","Male",15024,0,35,"United-States",">50K"
28,"Federal-gov","HS-grad","Never-married","Exec-managerial","Unmarried","White","Female",0,0,70,"OtherUS","<=50K"
24,"Private","Bachelors","Never-married","Sales","Own-child","White","Male",0,0,40,"United-States","<=50K"
20,"Federal-gov","Some-college","Never-married","Adm-clerical","Own-child","Black","Female",0,0,20,"United-States","<=50K"
